MainTopic	Subgroup	Difficulty	Title	Slug	Source	Link
Heap (Priority Queue)	Implementary Questions	Medium	Seat Reservation Manager	seat-reservation-manager	leetcode	https://leetcode.com/problems/seat-reservation-manager/
Heap (Priority Queue)	Implementary Questions	Medium	Sort Characters By Frequency	sort-characters-by-frequency	leetcode	https://leetcode.com/problems/sort-characters-by-frequency/
Heap (Priority Queue)	Implementary Questions	Medium	Reduce Array Size to The Half	reduce-array-size-to-the-half	leetcode	https://leetcode.com/problems/reduce-array-size-to-the-half/
Heap (Priority Queue)	Implementary Questions	Medium	Longest Happy String	longest-happy-string	leetcode	https://leetcode.com/problems/longest-happy-string/
Heap (Priority Queue)	Implementary Questions	Medium	Reorganize String	reorganize-string	leetcode	https://leetcode.com/problems/reorganize-string/
Heap (Priority Queue)	Implementary Questions	Medium	Maximum Average Pass Ratio	maximum-average-pass-ratio	leetcode	https://leetcode.com/problems/maximum-average-pass-ratio/
Heap (Priority Queue)	Implementary Questions	Medium	Find Score of an Array After Marking All Elements	find-score-of-an-array-after-marking-all-elements	leetcode	https://leetcode.com/problems/find-score-of-an-array-after-marking-all-elements/
Heap (Priority Queue)	Implementary Questions	Medium	Furthest Building You Can Reach	furthest-building-you-can-reach	leetcode	https://leetcode.com/problems/furthest-building-you-can-reach/
Heap (Priority Queue)	Implementary Questions	Medium	Distant Barcodes	distant-barcodes	leetcode	https://leetcode.com/problems/distant-barcodes/
Heap (Priority Queue)	Implementary Questions	Medium	Task Scheduler	task-scheduler	leetcode	https://leetcode.com/problems/task-scheduler/
Heap (Priority Queue)	Implementary Questions	Medium	Maximal Score After Applying K Operations	maximal-score-after-applying-k-operations	leetcode	https://leetcode.com/problems/maximal-score-after-applying-k-operations/
Heap (Priority Queue)	Implementary Questions	Medium	Single Threaded CPU	single-threaded-cpu	leetcode	https://leetcode.com/problems/single-threaded-cpu/
Heap (Priority Queue)	Implementary Questions	Medium	Most Popular Video Creator	most-popular-video-creator	leetcode	https://leetcode.com/problems/most-popular-video-creator/
Heap (Priority Queue)	Implementary Questions	Medium	Total Cost to Hire K Workers	total-cost-to-hire-k-workers	leetcode	https://leetcode.com/problems/total-cost-to-hire-k-workers/description/
Heap (Priority Queue)	Implementary Questions	Medium	Most Frequent IDs	most-frequent-ids	leetcode	https://leetcode.com/problems/most-frequent-ids/description/
Heap (Priority Queue)	Implementary Questions	Medium	Process Tasks Using Servers	process-tasks-using-servers	leetcode	https://leetcode.com/problems/process-tasks-using-servers/
Heap (Priority Queue)	Implementary Questions	Medium	Maximum Number of Eaten Apples	maximum-number-of-eaten-apples	leetcode	https://leetcode.com/problems/maximum-number-of-eaten-apples/
Heap (Priority Queue)	Implementary Questions	Medium	Maximum Number of Events That Can Be Attended	maximum-number-of-events-that-can-be-attended	leetcode	https://leetcode.com/problems/maximum-number-of-events-that-can-be-attended/description/
Heap (Priority Queue)	Implementary Questions	Medium	Minimum Operations to Exceed Threshold Value II	minimum-operations-to-exceed-threshold-value-ii	leetcode	https://leetcode.com/problems/minimum-operations-to-exceed-threshold-value-ii/
Heap (Priority Queue)	Implementary Questions	Hard	Put Marbles in Bags	put-marbles-in-bags	leetcode	https://leetcode.com/problems/put-marbles-in-bags/
Heap (Priority Queue)	Implementary Questions	Hard	Maximum Spending After Buying Items	maximum-spending-after-buying-items	leetcode	https://leetcode.com/problems/maximum-spending-after-buying-items/
Heap (Priority Queue)	Implementary Questions	Hard	Trapping Rain Water II	trapping-rain-water-ii	leetcode	https://leetcode.com/problems/trapping-rain-water-ii/
Heap (Priority Queue)	Implementary Questions	Medium	Maximum Subsequence Score	maximum-subsequence-score	leetcode	https://leetcode.com/problems/maximum-subsequence-score/
Heap (Priority Queue)	Implementary Questions	Hard	Maximum Performance of a Team	maximum-performance-of-a-team	leetcode	https://leetcode.com/problems/maximum-performance-of-a-team/description/
Heap (Priority Queue)	Implementary Questions	Hard	Max Value of Equation	max-value-of-equation	leetcode	https://leetcode.com/problems/max-value-of-equation/description/
Heap (Priority Queue)	Implementary Questions	Hard	The Skyline Problem	the-skyline-problem	leetcode	https://leetcode.com/problems/the-skyline-problem/
Heap (Priority Queue)	Implementary Questions	Hard	Maximum Elegance of a K-Length Subsequence	maximum-elegance-of-a-k-length-subsequence	leetcode	https://leetcode.com/problems/maximum-elegance-of-a-k-length-subsequence/description/
Heap (Priority Queue)	Kth Pattern Problems	Easy	The K Weakest Rows in a Matrix	the-k-weakest-rows-in-a-matrix	leetcode	https://leetcode.com/problems/the-k-weakest-rows-in-a-matrix/
Heap (Priority Queue)	Kth Pattern Problems	Medium	Kth Largest Element in an Array	kth-largest-element-in-an-array	leetcode	https://leetcode.com/problems/kth-largest-element-in-an-array/description/
Heap (Priority Queue)	Kth Pattern Problems	Easy	Kth Largest Element in a Stream	kth-largest-element-in-a-stream	leetcode	https://leetcode.com/problems/kth-largest-element-in-a-stream/
Heap (Priority Queue)	Kth Pattern Problems	Easy	Find Subsequence of Length K With the Largest Sum	find-subsequence-of-length-k-with-the-largest-sum	leetcode	https://leetcode.com/problems/find-subsequence-of-length-k-with-the-largest-sum/description/
Heap (Priority Queue)	Kth Pattern Problems	Medium	K-th Smallest Prime Fraction	k-th-smallest-prime-fraction	leetcode	https://leetcode.com/problems/k-th-smallest-prime-fraction/description/
Heap (Priority Queue)	Kth Pattern Problems	Medium	K Closest Points to Origin	k-closest-points-to-origin	leetcode	https://leetcode.com/problems/k-closest-points-to-origin/description/
Heap (Priority Queue)	Kth Pattern Problems	Medium	Top K Frequent Elements	top-k-frequent-elements	leetcode	https://leetcode.com/problems/top-k-frequent-elements/description/
Heap (Priority Queue)	Kth Pattern Problems	Medium	Kth Smallest Element in a Sorted Matrix	kth-smallest-element-in-a-sorted-matrix	leetcode	https://leetcode.com/problems/kth-smallest-element-in-a-sorted-matrix/description/
Heap (Priority Queue)	Kth Pattern Problems	Medium	Find Kth Largest XOR Coordinate Value	find-kth-largest-xor-coordinate-value	leetcode	https://leetcode.com/problems/find-kth-largest-xor-coordinate-value/description/
Heap (Priority Queue)	Kth Pattern Problems	Medium	Top K Frequent Words	top-k-frequent-words	leetcode	https://leetcode.com/problems/top-k-frequent-words/
Heap (Priority Queue)	Kth Pattern Problems	Medium	Find K Closest Elements	find-k-closest-elements	leetcode	https://leetcode.com/problems/find-k-closest-elements/description/
Heap (Priority Queue)	Kth Pattern Problems	Medium	Ugly Number II	ugly-number-ii	leetcode	https://leetcode.com/problems/ugly-number-ii/
Heap (Priority Queue)	Kth Pattern Problems	Medium	Find the Kth Largest Integer in the Array	find-the-kth-largest-integer-in-the-array	leetcode	https://leetcode.com/problems/find-the-kth-largest-integer-in-the-array/description/
Heap (Priority Queue)	Kth Pattern Problems	Medium	Reward Top K Students	reward-top-k-students	leetcode	https://leetcode.com/problems/reward-top-k-students/description/
Heap (Priority Queue)	Kth Pattern Problems	Medium	Query Kth Smallest Trimmed Number	query-kth-smallest-trimmed-number	leetcode	https://leetcode.com/problems/query-kth-smallest-trimmed-number/
Heap (Priority Queue)	Kth Pattern Problems	Medium	K Highest Ranked Items Within a Price Range	k-highest-ranked-items-within-a-price-range	leetcode	https://leetcode.com/problems/k-highest-ranked-items-within-a-price-range/description/
Heap (Priority Queue)	Kth Pattern Problems	Hard	Find the Kth Smallest Sum of a Matrix With Sorted Rows	find-the-kth-smallest-sum-of-a-matrix-with-sorted-rows	leetcode	https://leetcode.com/problems/find-the-kth-smallest-sum-of-a-matrix-with-sorted-rows/description/
Heap (Priority Queue)	Kth Pattern Problems	Hard	Find the K-Sum of an Array	find-the-k-sum-of-an-array	leetcode	https://leetcode.com/problems/find-the-k-sum-of-an-array/description/
Heap (Priority Queue)	Minimize Operations	Medium	Remove Stones to Minimize the Total	remove-stones-to-minimize-the-total	leetcode	https://leetcode.com/problems/remove-stones-to-minimize-the-total/
Heap (Priority Queue)	Minimize Operations	Medium	Minimum Operations to Halve Array Sum	minimum-operations-to-halve-array-sum	leetcode	https://leetcode.com/problems/minimum-operations-to-halve-array-sum/
Heap (Priority Queue)	Minimize Operations	Medium	The Number of the Smallest Unoccupied Chair	the-number-of-the-smallest-unoccupied-chair	leetcode	https://leetcode.com/problems/the-number-of-the-smallest-unoccupied-chair/
Heap (Priority Queue)	Minimize Operations	Medium	Lexicographically Minimum String After Removing Stars	lexicographically-minimum-string-after-removing-stars	leetcode	https://leetcode.com/problems/lexicographically-minimum-string-after-removing-stars/description/
Heap (Priority Queue)	Minimize Operations	Medium	Replace Question Marks in String to Minimize Its Value	replace-question-marks-in-string-to-minimize-its-value	leetcode	https://leetcode.com/problems/replace-question-marks-in-string-to-minimize-its-value/description/
Heap (Priority Queue)	Minimize Operations	Medium	Minimum Sum of Squared Difference	minimum-sum-of-squared-difference	leetcode	https://leetcode.com/problems/minimum-sum-of-squared-difference/description/
Heap (Priority Queue)	Minimize Operations	Hard	Minimum Cost to Hire K Workers	minimum-cost-to-hire-k-workers	leetcode	https://leetcode.com/problems/minimum-cost-to-hire-k-workers/
Heap (Priority Queue)	Minimize Operations	Hard	Minimize Deviation in Array	minimize-deviation-in-array	leetcode	https://leetcode.com/problems/minimize-deviation-in-array/description/
Heap (Priority Queue)	Minimize Operations	Hard	Minimum Moves to Move a Box to Their Target Location	minimum-moves-to-move-a-box-to-their-target-location	leetcode	https://leetcode.com/problems/minimum-moves-to-move-a-box-to-their-target-location/description/
Heap (Priority Queue)	Minimize Operations	Hard	Minimum Interval to Include Each Query	minimum-interval-to-include-each-query	leetcode	https://leetcode.com/problems/minimum-interval-to-include-each-query/description/
Heap (Priority Queue)	Merge K Sorted Patterns	Hard	Merge K Sorted Lists	merge-k-sorted-lists	leetcode	https://leetcode.com/problems/merge-k-sorted-lists/description/
Heap (Priority Queue)	Merge K Sorted Patterns	Hard	Find K Pairs with Smallest Sums	find-k-pairs-with-smallest-sums	leetcode	https://leetcode.com/problems/find-k-pairs-with-smallest-sums/  
Heap (Priority Queue)	Merge K Sorted Patterns	Medium	Merge K Sorted Arrays		gfg	https://www.geeksforgeeks.org/problems/merge-k-sorted-arrays/1
Heap (Priority Queue)	Two Heap Pattern	Medium	Number of Orders in the Backlog	number-of-orders-in-the-backlog	leetcode	https://leetcode.com/problems/number-of-orders-in-the-backlog/
Heap (Priority Queue)	Two Heap Pattern	Hard	Sliding Window Median	sliding-window-median	leetcode	https://leetcode.com/problems/sliding-window-median/description/
Heap (Priority Queue)	Two Heap Pattern	Hard	IPO	ipo	leetcode	https://leetcode.com/problems/ipo/description/
Heap (Priority Queue)	Two Heap Pattern	Hard	Find Median from Data Stream	find-median-from-data-stream	leetcode	https://leetcode.com/problems/find-median-from-data-stream/
Heap (Priority Queue)	Two Heap Pattern	Hard	Meeting Rooms III	meeting-rooms-iii	leetcode	https://leetcode.com/problems/meeting-rooms-iii/
Heap (Priority Queue)	Two Heap Pattern	Hard	Time to Cross a Bridge	time-to-cross-a-bridge	leetcode	https://leetcode.com/problems/time-to-cross-a-bridge/
Tries	Introductory Questions	Medium	Implement Trie (Prefix Tree)	implement-trie-prefix-tree	leetcode	https://leetcode.com/problems/implement-trie-prefix-tree/
Tries	Introductory Questions	Hard	Trie Delete		gfg	https://www.geeksforgeeks.org/problems/trie-delete/1
Tries	Introductory Questions	Medium	Design Add and Search Words Data Structure	design-add-and-search-words-data-structure	leetcode	https://leetcode.com/problems/design-add-and-search-words-data-structure/
Tries	Introductory Questions	Medium	Map Sum Pairs	map-sum-pairs	leetcode	https://leetcode.com/problems/map-sum-pairs/
Tries	Trie with Bit Manipulation	Hard	Maximum XOR of Two Numbers in an Array	maximum-xor-of-two-numbers-in-an-array	leetcode	https://leetcode.com/problems/maximum-xor-of-two-numbers-in-an-array/
Tries	Trie with Bit Manipulation	Hard	Minimum XOR Value Pair		gfg	https://www.geeksforgeeks.org/problems/minimum-xor-value-pair/1
Tries	Trie with Bit Manipulation	Hard	Maximum XOR With an Element From Array	maximum-xor-with-an-element-from-array	leetcode	https://leetcode.com/problems/maximum-xor-with-an-element-from-array/
Tries	Trie with Bit Manipulation	Hard	Count Pairs With XOR in a Range	count-pairs-with-xor-in-a-range	leetcode	https://leetcode.com/problems/count-pairs-with-xor-in-a-range/
Tries	Trie with Bit Manipulation	Hard	Maximum Strong Pair XOR II	maximum-strong-pair-xor-ii	leetcode	https://leetcode.com/problems/maximum-strong-pair-xor-ii/
Tries	Trie involving String	Medium	Longest Common Prefix	longest-common-prefix	leetcode	https://leetcode.com/problems/longest-common-prefix/
Tries	Trie involving String	Medium	Find the Length of the Longest Common Prefix	find-the-length-of-the-longest-common-prefix	leetcode	https://leetcode.com/problems/find-the-length-of-the-longest-common-prefix/
Tries	Trie involving String	Medium	Search Suggestions System	search-suggestions-system	leetcode	https://leetcode.com/problems/search-suggestions-system/
Tries	Trie involving String	Hard	Sum of Prefix Scores of Strings	sum-of-prefix-scores-of-strings	leetcode	https://leetcode.com/problems/sum-of-prefix-scores-of-strings/
Tries	Trie involving String	Hard	Prefix and Suffix Search	prefix-and-suffix-search	leetcode	https://leetcode.com/problems/prefix-and-suffix-search/
Tries	Trie involving String	Hard	Longest Common Suffix Queries	longest-common-suffix-queries	leetcode	https://leetcode.com/problems/longest-common-suffix-queries/
Tries	Trie involving String	Hard	Count Prefix and Suffix Pairs II	count-prefix-and-suffix-pairs-ii	leetcode	https://leetcode.com/problems/count-prefix-and-suffix-pairs-ii/
Tries	Trie involving String	Hard	Stream of Characters	stream-of-characters	leetcode	https://leetcode.com/problems/stream-of-characters/
Tries	Trie involving String	Medium	Extra Characters in a String	extra-characters-in-a-string	leetcode	https://leetcode.com/problems/extra-characters-in-a-string/
Tries	Trie involving String	Medium	Implement Magic Dictionary	implement-magic-dictionary	leetcode	https://leetcode.com/problems/implement-magic-dictionary/
Tries	Trie involving String	Medium	Number of Matching Subsequences	number-of-matching-subsequences	leetcode	https://leetcode.com/problems/number-of-matching-subsequences/
Tries	Trie involving String	Medium	Camelcase Matching	camelcase-matching	leetcode	https://leetcode.com/problems/camelcase-matching/
Tries	Trie involving String	Medium	Short Encoding of Words	short-encoding-of-words	leetcode	https://leetcode.com/problems/short-encoding-of-words/
Tries	Trie involving String	Hard	Encrypt and Decrypt Strings	encrypt-and-decrypt-strings	leetcode	https://leetcode.com/problems/encrypt-and-decrypt-strings/
Tries	Trie involving String	Medium	Longest Word in Dictionary	longest-word-in-dictionary	leetcode	https://leetcode.com/problems/longest-word-in-dictionary/description/
Tries	Trie involving String	Hard	Construct String With Minimum Cost	construct-string-with-minimum-cost	leetcode	https://leetcode.com/problems/construct-string-with-minimum-cost/description/
Tries	Trie involving Recursion	Medium	Shortest Uncommon Substring in an Array	shortest-uncommon-substring-in-an-array	leetcode	https://leetcode.com/problems/shortest-uncommon-substring-in-an-array/
Tries	Trie involving Recursion	Medium	Word Break	word-break	leetcode	https://leetcode.com/problems/word-break/
Tries	Trie involving Recursion	Hard	Word Break II	word-break-ii	leetcode	https://leetcode.com/problems/word-break-ii/
Tries	Trie involving Recursion	Hard	Word Search II	word-search-ii	leetcode	https://leetcode.com/problems/word-search-ii/
Tries	Trie involving Recursion	Hard	Palindrome Pairs	palindrome-pairs	leetcode	https://leetcode.com/problems/palindrome-pairs/
Tries	Trie involving File System	Hard	Remove Sub-Folders from the Filesystem	remove-sub-folders-from-the-filesystem	leetcode	https://leetcode.com/problems/remove-sub-folders-from-the-filesystem/
Tries	Trie involving File System	Medium	Delete Duplicate Folders in System	delete-duplicate-folders-in-system	leetcode	https://leetcode.com/problems/delete-duplicate-folders-in-system/
Greedy	Part I	Easy	Maximum 69 Number	maximum-69-number	leetcode	https://leetcode.com/problems/maximum-69-number/description/
Greedy	Part I	Easy	Maximum Sum with Exactly K Elements	maximum-sum-with-exactly-k-elements	leetcode	https://leetcode.com/problems/maximum-sum-with-exactly-k-elements/description/
Greedy	Part I	Easy	Minimum Time to Type Word Using Special Typewriter	minimum-time-to-type-word-using-special-typewriter	leetcode	https://leetcode.com/problems/minimum-time-to-type-word-using-special-typewriter/description/
Greedy	Part I	Easy	Minimum Operations to Make the Array Increasing	minimum-operations-to-make-the-array-increasing	leetcode	https://leetcode.com/problems/minimum-operations-to-make-the-array-increasing/description/
Greedy	Part I	Easy	Minimum Number of Operations to Convert Time	minimum-number-of-operations-to-convert-time	leetcode	https://leetcode.com/problems/minimum-number-of-operations-to-convert-time/description/
Greedy	Part I	Easy	Assign Cookies	assign-cookies	leetcode	https://leetcode.com/problems/assign-cookies/
Greedy	Part I	Easy	Play with Chips	play-with-chips	leetcode	https://leetcode.com/problems/play-with-chips/
Greedy	Part I	Medium	Jump Game	jump-game	leetcode	https://leetcode.com/problems/jump-game/
Greedy	Part I	Medium	Jump Game II	jump-game-ii	leetcode	https://leetcode.com/problems/jump-game-ii/
Greedy	Part I	Medium	Wiggle Subsequence	wiggle-subsequence	leetcode	https://leetcode.com/problems/wiggle-subsequence/
Greedy	Part I	Medium	Cinema Seat Allocation	cinema-seat-allocation	leetcode	https://leetcode.com/problems/cinema-seat-allocation/
Greedy	Part I	Medium	Advantage Shuffle	advantage-shuffle	leetcode	https://leetcode.com/problems/advantage-shuffle/
Greedy	Part I	Medium	Minimum Score by Changing Two Elements	minimum-score-by-changing-two-elements	leetcode	https://leetcode.com/problems/minimum-score-by-changing-two-elements/
Greedy	Part I	Medium	Minimum Operations to Make Array Equal II	minimum-operations-to-make-array-equal-ii	leetcode	https://leetcode.com/problems/minimum-operations-to-make-array-equal-ii/
Greedy	Part I	Medium	Mice and Cheese	mice-and-cheese	leetcode	https://leetcode.com/problems/mice-and-cheese/
Greedy	Part I	Medium	Minimum Seconds to Equalize a Circular Array	minimum-seconds-to-equalize-a-circular-array	leetcode	https://leetcode.com/problems/minimum-seconds-to-equalize-a-circular-array/
Greedy	Part I	Medium	Maximum Bags with Full Capacity of Rocks	maximum-bags-with-full-capacity-of-rocks	leetcode	https://leetcode.com/problems/maximum-bags-with-full-capacity-of-rocks/
Greedy	Part I	Medium	Minimize Maximum of Array	minimize-maximum-of-array	leetcode	https://leetcode.com/problems/minimize-maximum-of-array/
Greedy	Part I	Medium	Minimum Platforms		gfg	https://www.geeksforgeeks.org/problems/minimum-platforms-1587115620/1
Greedy	Part I	Medium	Fractional Knapsack		gfg	https://www.geeksforgeeks.org/problems/fractional-knapsack-1587115620/1
Greedy	Part I	Medium	Activity Selection		gfg	https://www.geeksforgeeks.org/problems/activity-selection-1587115620/1
Greedy	Part I	Medium	Job Sequencing Problem		gfg	https://www.geeksforgeeks.org/problems/job-sequencing-problem-1587115620/1
Greedy	Part I	Medium	Non-Overlapping Intervals	non-overlapping-intervals	leetcode	https://leetcode.com/problems/non-overlapping-intervals/description/
Greedy	Part I	Medium	Divide Intervals into Minimum Number of Groups	divide-intervals-into-minimum-number-of-groups	leetcode	https://leetcode.com/problems/divide-intervals-into-minimum-number-of-groups/description/
Greedy	Part I	Medium	Task Scheduler	task-scheduler	leetcode	https://leetcode.com/problems/task-scheduler/
Greedy	Part I	Hard	Minimum Number of Operations to Make Arrays Similar	minimum-number-of-operations-to-make-arrays-similar	leetcode	https://leetcode.com/problems/minimum-number-of-operations-to-make-arrays-similar/description/
Greedy	Part I	Hard	Minimum Cost for Cutting Cake II	minimum-cost-for-cutting-cake-ii	leetcode	https://leetcode.com/problems/minimum-cost-for-cutting-cake-ii/description/
Greedy	Part I	Hard	Patching Array	patching-array	leetcode	https://leetcode.com/problems/patching-array/description/
Greedy	Part I	Hard	Reverse Subarray to Maximize Array Value	reverse-subarray-to-maximize-array-value	leetcode	https://leetcode.com/problems/reverse-subarray-to-maximize-array-value/description/
Greedy	Part I	Hard	Super Washing Machines	super-washing-machines	leetcode	https://leetcode.com/problems/super-washing-machines/description/
Greedy	Part I	Hard	Minimum Cost to Equalize Array	minimum-cost-to-equalize-array	leetcode	https://leetcode.com/problems/minimum-cost-to-equalize-array/description/
Greedy	Part I	Medium	Optimal Partition of String	optimal-partition-of-string	leetcode	https://leetcode.com/problems/optimal-partition-of-string/
Greedy	Part I	Medium	Minimum Swaps to Make Strings Equal	minimum-swaps-to-make-strings-equal	leetcode	https://leetcode.com/problems/minimum-swaps-to-make-strings-equal/
Greedy	Part I	Hard	Maximum Number of Non-Overlapping Substrings	maximum-number-of-non-overlapping-substrings	leetcode	https://leetcode.com/problems/maximum-number-of-non-overlapping-substrings/description/
Greedy	Part I	Hard	Lexicographically Smallest Beautiful String	lexicographically-smallest-beautiful-string	leetcode	https://leetcode.com/problems/lexicographically-smallest-beautiful-string/description/
Greedy	Part I	Hard	Count K-Subsequences of a String with Maximum Beauty	count-k-subsequences-of-a-string-with-maximum-beauty	leetcode	https://leetcode.com/problems/count-k-subsequences-of-a-string-with-maximum-beauty/description/
Greedy	Part I	Medium	Bag of Tokens	bag-of-tokens	leetcode	https://leetcode.com/problems/bag-of-tokens/
Greedy	Part I	Medium	Boats to Save People	boats-to-save-people	leetcode	https://leetcode.com/problems/boats-to-save-people/
Greedy	Part I	Medium	Maximum Matching of Players with Trainers	maximum-matching-of-players-with-trainers	leetcode	https://leetcode.com/problems/maximum-matching-of-players-with-trainers/
Greedy	Part I	Hard	Candy	candy	leetcode	https://leetcode.com/problems/candy/
Greedy	Part II	Easy	Lemonade Change	lemonade-change	leetcode	https://leetcode.com/problems/lemonade-change/
Greedy	Part II	Medium	Gas Station	gas-station	leetcode	https://leetcode.com/problems/gas-station/
Greedy	Part II	Medium	Group the People Given the Group Size They Belong To	group-the-people-given-the-group-size-they-belong-to	leetcode	https://leetcode.com/problems/group-the-people-given-the-group-size-they-belong-to/
Greedy	Part II	Medium	Divide Array in Sets of K Consecutive Numbers	divide-array-in-sets-of-k-consecutive-numbers	leetcode	https://leetcode.com/problems/divide-array-in-sets-of-k-consecutive-numbers/
Greedy	Part II	Medium	Previous Permutation with One Swap	previous-permutation-with-one-swap	leetcode	https://leetcode.com/problems/previous-permutation-with-one-swap/
Greedy	Part II	Medium	Partition Labels	partition-labels	leetcode	https://leetcode.com/problems/partition-labels/
Greedy	Part II	Medium	Construct K Palindrome Strings	construct-k-palindrome-strings	leetcode	https://leetcode.com/problems/construct-k-palindrome-strings/
Greedy	Part II	Medium	Reorganize String	reorganize-string	leetcode	https://leetcode.com/problems/reorganize-string/
Greedy	Part II	Medium	String Without AAA or BBB	string-without-aaa-or-bbb	leetcode	https://leetcode.com/problems/string-without-aaa-or-bbb/
Greedy	Part II	Medium	Check If a String Can Break Another String	check-if-a-string-can-break-another-string	leetcode	https://leetcode.com/problems/check-if-a-string-can-break-another-string/
Greedy	Part II	Medium	Remove Duplicate Letters	remove-duplicate-letters	leetcode	https://leetcode.com/problems/remove-duplicate-letters/
Greedy	Part II	Medium	Largest Merge of Two Strings	largest-merge-of-two-strings	leetcode	https://leetcode.com/problems/largest-merge-of-two-strings/description/
Greedy	Part II	Medium	Shortest String That Contains Three Strings	shortest-string-that-contains-three-strings	leetcode	https://leetcode.com/problems/shortest-string-that-contains-three-strings/
Greedy	Part II	Medium	Lexicographically Smallest String After Substring Operation	lexicographically-smallest-string-after-substring-operation	leetcode	https://leetcode.com/problems/lexicographically-smallest-string-after-substring-operation/
Greedy	Part II	Medium	Minimum Rounds to Complete All Tasks	minimum-rounds-to-complete-all-tasks	leetcode	https://leetcode.com/problems/minimum-rounds-to-complete-all-tasks/description/
Greedy	Part II	Medium	Number of Burgers with No Waste of Ingredients	number-of-burgers-with-no-waste-of-ingredients	leetcode	https://leetcode.com/problems/number-of-burgers-with-no-waste-of-ingredients/
Greedy	Part II	Medium	Queue Reconstruction by Height	queue-reconstruction-by-height	leetcode	https://leetcode.com/problems/queue-reconstruction-by-height/
Greedy	Part II	Medium	Car Pooling	car-pooling	leetcode	https://leetcode.com/problems/car-pooling/
Dynamic Programming Level 1	Linear DP	Easy	Climbing Stairs	climbing-stairs	leetcode	https://leetcode.com/problems/climbing-stairs/
Dynamic Programming Level 1	Linear DP	Easy	Min Cost Climbing Stairs	min-cost-climbing-stairs	leetcode	https://leetcode.com/problems/min-cost-climbing-stairs/
Dynamic Programming Level 1	Linear DP	Medium	Perfect Squares	perfect-squares	leetcode	https://leetcode.com/problems/perfect-squares/
Dynamic Programming Level 1	Linear DP	Medium	Decode Ways	decode-ways	leetcode	https://leetcode.com/problems/decode-ways/
Dynamic Programming Level 1	Linear DP	Medium	Unique Binary Search Trees	unique-binary-search-trees	leetcode	https://leetcode.com/problems/unique-binary-search-trees/
Dynamic Programming Level 1	Linear DP	Medium	House Robber	house-robber	leetcode	https://leetcode.com/problems/house-robber/
Dynamic Programming Level 1	Linear DP	Medium	Coin Change	coin-change	leetcode	https://leetcode.com/problems/coin-change/
Dynamic Programming Level 1	Linear DP	Easy	Best Time to Buy and Sell Stock	best-time-to-buy-and-sell-stock	leetcode	https://leetcode.com/problems/best-time-to-buy-and-sell-stock/
Dynamic Programming Level 1	Linear DP	Medium	Minimum Cost For Tickets	minimum-cost-for-tickets	leetcode	https://leetcode.com/problems/minimum-cost-for-tickets/
Dynamic Programming Level 1	Linear DP	Medium	Delete and Earn	delete-and-earn	leetcode	https://leetcode.com/problems/delete-and-earn/
Dynamic Programming Level 1	Linear DP	Medium	Maximum Total Damage With Spell Casting	maximum-total-damage-with-spell-casting	leetcode	https://leetcode.com/problems/maximum-total-damage-with-spell-casting/description/
Dynamic Programming Level 1	Linear DP	Medium	Arithmetic Slices	arithmetic-slices	leetcode	https://leetcode.com/problems/arithmetic-slices/
Dynamic Programming Level 1	Linear DP	Medium	Longest Arithmetic Subsequence of Given Difference	longest-arithmetic-subsequence-of-given-difference	leetcode	https://leetcode.com/problems/longest-arithmetic-subsequence-of-given-difference/description/
Dynamic Programming Level 1	Linear DP	Medium	Partition Array for Maximum Sum	partition-array-for-maximum-sum	leetcode	https://leetcode.com/problems/partition-array-for-maximum-sum/description/
Dynamic Programming Level 1	Linear DP	Hard	Maximize Consecutive Elements in an Array After Modification		unknown	Maximize Consecutive Elements in an Array After Modification
Dynamic Programming Level 1	2 Dimensional DP	Medium	Coin Change II	coin-change-ii	leetcode	https://leetcode.com/problems/coin-change-ii/description/
Dynamic Programming Level 1	2 Dimensional DP	Medium	Knight Dialer	knight-dialer	leetcode	https://leetcode.com/problems/knight-dialer/
Dynamic Programming Level 1	2 Dimensional DP	Medium	Partition Equal Subset Sum	partition-equal-subset-sum	leetcode	https://leetcode.com/problems/partition-equal-subset-sum/description/
Dynamic Programming Level 1	2 Dimensional DP	Medium	Triangle	triangle	leetcode	https://leetcode.com/problems/triangle/
Dynamic Programming Level 1	2 Dimensional DP	Hard	Student Attendance Record Leetcode	student-attendance-record-ii	leetcode	https://leetcode.com/problems/student-attendance-record-ii/description/
Dynamic Programming Level 1	2 Dimensional DP	Hard	Find the Maximum Length of a Good Subsequence II	find-the-maximum-length-of-a-good-subsequence-ii	leetcode	https://leetcode.com/problems/find-the-maximum-length-of-a-good-subsequence-ii/description/
Dynamic Programming Level 1	2 Dimensional DP	Hard	K Inverse Pairs Array	k-inverse-pairs-array	leetcode	https://leetcode.com/problems/k-inverse-pairs-array/
Dynamic Programming Level 1	2 Dimensional DP	Medium	Combination Sum IV	combination-sum-iv	leetcode	https://leetcode.com/problems/combination-sum-iv/
Dynamic Programming Level 1	2 Dimensional DP	Medium	Largest Sum of Averages	largest-sum-of-averages	leetcode	https://leetcode.com/problems/largest-sum-of-averages/
Dynamic Programming Level 1	2 Dimensional DP	Medium	Longest Arithmetic Subsequence	longest-arithmetic-subsequence	leetcode	https://leetcode.com/problems/longest-arithmetic-subsequence/
Dynamic Programming Level 1	2 Dimensional DP	Medium	Number of Dice Rolls With Target Sum	number-of-dice-rolls-with-target-sum	leetcode	https://leetcode.com/problems/number-of-dice-rolls-with-target-sum/
